Date,Bus,ID,Duration,Start Time,End Time,Air Compressor Energy [kWh],Rear HVAC Energy [kWh],LV Access. Energy [kWh],Electric Heater Energy [kWh],Traction Energy [kWh],Energy Used [kWh],Mileage [miles],Average Speed [mph],SOC Start [%],SOC End [%],Regen Energy [kWh],Net Energy Consumption [kWh/mile],Average Power Consumption [kW],Average Temperature [°F]
2023-05-12,22901,2,04:11:18,07:46 PM,11:58 PM,2.3,3.45,8.45,0,37.1,50.3,38.2143165,9.123991206,78.4,69.6,35.8,1.316260622,12.00955034,72.13849392
2023-05-12,22902,1,08:46:43,04:38 AM,01:24 PM,5.3,8.1,17.8,0,108.5,142.1,112.2351369,12.78506764,91.6,66,82.1,1.266091921,16.18707085,69.09594277
2023-05-12,22902,2,03:41:08,03:18 PM,07:00 PM,4.15,10.7,11.35,0,45.3,74.6,35.1074615,9.525690488,90,76.8,48.2,2.124904417,20.24118179,84.89556572
2023-05-12,22902,3,00:03:01,07:09 PM,07:12 PM,0.1,0.2,0.2,0,1.6,2.2,0.77671375,15.44845028,76.8,76.4,1.2,2.832446316,43.75690608,81.7519989
2023-05-12,22902,4,00:47:15,07:19 PM,08:06 PM,0.85,1.25,2.25,0,9.7,14.5,9.78659325,12.42742,76.4,74,11,1.481618744,18.41269841,78.81574929
2023-05-12,22902,5,01:32:29,08:15 PM,09:48 PM,0.85,1.55,3.45,0,10.6,16.9,11.72837762,7.608967282,73.6,70.8,11.5,1.440949511,10.96413768,73.88367741
2023-05-12,22903,1,00:15:04,04:09 AM,04:24 AM,0.3,0,0.85,3.6,7.7,12.3,4.893296625,19.48657948,92.4,90,3.9,2.513642835,48.98230088,57.90200062
2023-05-12,22903,2,01:15:23,06:52 AM,08:08 AM,0.9,0.2,2.35,0,26.7,30,18.17510175,14.46614333,92.4,87.2,11.2,1.650609741,23.87795711,60.92244658
2023-05-12,22903,3,01:41:31,01:03 PM,02:45 PM,0.95,5.65,5,0,35.8,48.9,29.204437,17.2608723,93.6,84.8,29,1.674403105,28.90165818,85.09258887
2023-05-12,22903,4,01:28:28,03:12 PM,04:40 PM,0.9,5.15,4.35,0,25.7,36.8,19.883872,13.48567054,84.4,78,23.9,1.850746173,24.95855313,85.38031416
2023-05-12,22903,5,01:31:29,04:50 PM,06:21 PM,0.85,5.9,4.55,0,26.5,38.7,21.51497087,14.11074789,77.6,70.8,25.6,1.798747497,25.38167244,85.19078349
2023-05-12,22903,6,01:00:18,06:55 PM,07:55 PM,0.55,2.55,2.75,0,22.5,29.1,19.18482963,19.08938271,70.4,64.8,19.1,1.516823478,28.95522388,80.38281875
2023-05-12,22903,7,01:26:27,08:25 PM,09:52 PM,0.75,2.15,3.4,0,22.4,28.9,21.59264225,14.98621787,64.8,59.2,18.8,1.338418877,20.0578369,73.44696557
2023-05-13,22901,1,00:38:12,12:01 AM,12:39 AM,0.45,0.1,1.25,0,5.5,7.1,5.748924492,9.029724333,69.6,68,5.2,1.235013612,11.15183246,67.49599876
2023-05-13,22901,2,04:05:16,07:08 AM,11:13 AM,2.85,1.8,10.25,10.95,62.3,86.8,47.845567,11.70454208,93.2,78.4,48.4,1.814170161,21.23403099,69.06567338
2023-05-13,22901,3,02:46:52,11:45 AM,02:32 PM,2.15,2.95,7.4,5.8,45.7,62.5,36.660889,13.18210152,78,66.8,35.3,1.704814087,22.47303236,72.05291049
2023-05-13,22901,4,08:36:45,03:21 PM,11:58 PM,5.15,0.5,12.4,0,83.1,98.4,85.4385125,9.920291727,66.4,46.4,78.4,1.151705444,11.42525399,66.28894699
2023-05-14,22901,1,00:42:14,12:02 AM,12:44 AM,0.3,0,0.95,0,7.7,8.5,7.999530254,11.36476279,46.4,44.4,6.4,1.062562392,12.07576953,59.91548793
2023-05-14,22901,2,01:16:23,01:30 PM,02:46 PM,0.95,2.1,4.4,4.9,26.8,39,21.28195675,16.71722546,92.8,86,22.9,1.83253826,30.63495527,73.59028695
2023-05-14,22901,3,01:05:20,03:16 PM,04:22 PM,0.9,2.85,3.95,2.3,22.1,32,16.00154599,14.69529734,85.6,79.6,20.2,1.99980677,29.3877551,75.15745373
2023-05-14,22901,4,00:59:18,04:45 PM,05:45 PM,0.7,2.1,3.05,2.25,15.5,23.1,15.534275,15.71764755,79.6,75.2,14,1.487034316,23.37268128,74.33060139
2023-05-14,22901,5,01:00:19,06:12 PM,07:12 PM,0.85,1.4,3.1,2,20.4,27.4,15.7679105,15.68512788,74.8,69.6,18.6,1.737706464,27.25614811,71.86940919
2023-05-14,22901,6,01:05:20,07:43 PM,08:48 PM,0.8,0.9,3.25,2.75,16.4,23.7,15.8449605,14.55149434,69.6,64.8,15.3,1.49574371,21.76530612,67.68172888
2023-05-14,22901,7,01:07:20,09:13 PM,10:21 PM,0.8,0.3,3.25,2.35,24,29.9,20.428193,18.20334029,64.8,58.8,18.1,1.463663478,26.64356436,64.09823667
2023-05-14,22903,1,00:17:05,12:40 PM,12:57 PM,0.1,0,0.6,0,12.1,12.6,8.310837125,29.18928161,93.2,90.8,5.1,1.516092761,44.25365854,72.23000069
2023-05-14,22903,2,01:14:23,01:42 PM,02:57 PM,0.55,0,2.1,0,24.8,27.3,20.8159285,16.79080049,90.4,85.6,18.5,1.311495665,22.02106207,73.93856107
2023-05-14,22903,3,01:05:20,03:17 PM,04:23 PM,0.65,5.85,2.85,0,23.8,33.6,19.80620063,18.18936792,85.6,79.6,17,1.696438435,30.85714286,75.16399918
2023-05-14,22903,4,01:14:22,04:43 PM,05:57 PM,0.7,5.4,3.25,0,24.3,33.7,20.8159285,16.79456356,79.6,73.6,18.2,1.618952525,27.18960108,74.07104121
2023-05-14,22903,5,01:03:20,06:21 PM,07:24 PM,0.55,0.2,1.75,0,23.4,25.9,19.96154338,18.91093583,73.2,68.4,15.9,1.297494864,24.53684211,71.63993659
2023-05-14,22903,6,01:19:24,07:41 PM,09:01 PM,0.55,0,2.2,0,23.7,26.4,21.98099912,16.61032679,68.4,63.6,16.4,1.201037307,19.94962217,67.28495157
2023-05-15,22901,1,08:30:38,04:44 AM,01:14 PM,5.2,2.85,16.35,9.35,117.6,146.7,113.6326003,13.35196034,79.2,51.6,84.8,1.291002755,17.23741759,59.88369741
2023-05-15,22901,2,00:06:02,01:32 PM,01:38 PM,0.1,0,0.15,0,1.3,1.5,1.321034746,13.13736211,51.6,51.2,1.2,1.13547354,14.91712707,70.96999931
2023-05-15,22901,3,00:29:09,01:45 PM,02:14 PM,0.4,0,0.85,0,4.4,5.5,4.581989754,9.431196749,51.2,50,3.7,1.200351877,11.32075472,72.78799973
2023-05-15,22901,4,01:16:24,02:30 PM,03:46 PM,0.9,0,2.8,3.05,9.7,15.9,9.941936,7.807803141,47.6,44,8.2,1.599286095,12.48691099,73.72820728
2023-05-15,22901,5,00:28:09,04:00 PM,04:28 PM,0.35,0,1.05,0.65,4.9,6.7,5.12631075,10.92641723,42.8,41.6,4.3,1.306982804,14.28063943,74.53399849
2023-05-15,22901,6,00:28:09,04:47 PM,05:16 PM,0.4,0,1,0.7,4.3,6.3,4.272546996,9.106672105,41.2,40,3.9,1.474530299,13.42806394,74.78600082
2023-05-15,22901,7,00:26:08,05:31 PM,05:57 PM,0.25,0,0.95,0.6,4.7,6.4,5.048018004,11.58983725,39.6,38.4,3.5,1.267824321,14.69387755,73.97533251
2023-05-15,22901,8,00:34:11,06:16 PM,06:51 PM,0.35,0,1.25,0.95,5.9,8.1,6.367810008,11.17704341,38.4,36.8,4.6,1.272022876,14.2174549,72.80085657
2023-05-15,22903,1,00:19:06,03:09 PM,03:28 PM,0.1,0,0.6,0,14,15,10.01960738,31.47520641,71.2,68.8,4.6,1.497064649,47.12041885,73.97599945
2023-05-16,22901,1,01:46:33,12:58 PM,02:45 PM,1,3.6,5.2,0,32.1,41.8,29.204437,16.44548306,90.4,82.8,21.7,1.431289362,23.53824496,78.77140275
2023-05-16,22901,2,01:31:29,03:09 PM,04:41 PM,1.2,6.75,4.55,0,23.3,36.3,19.339551,12.68398317,82.8,76.4,21.3,1.876982562,23.80761523,78.82778227
2023-05-16,22901,3,01:41:31,04:48 PM,06:29 PM,1.25,1.85,3.55,0,25.1,31.5,21.51559225,12.7164886,76,70.4,22,1.464054516,18.61763257,76.91317765
2023-05-16,22901,4,01:03:20,06:52 PM,07:56 PM,0.65,0,1.8,0,20.4,22.3,19.262501,18.24868516,70.4,66,16.7,1.157689752,21.12631579,74.14868742
2023-05-16,22901,5,01:31:28,08:26 PM,09:57 PM,0.95,0,2.7,0,23.4,26.4,21.59264225,14.1642697,66,60.8,20.7,1.222638698,17.31778426,71.03808731
2023-05-16,22902,1,00:28:09,10:49 AM,11:17 AM,0.2,0.1,1.65,0,17.3,19.2,13.9808475,29.79931972,68,64,1.7,1.373307305,40.92362345,73.99399986
2023-05-17,22901,1,00:55:40,08:54 AM,09:50 AM,0.75,0,1.7,5.6,9.1,16.6,8.620901254,9.291989376,92,0,7,1.925552736,17.89221557,59.95727232
2023-05-17,22901,2,00:15:05,10:31 AM,10:46 AM,0.2,0,0.8,2.75,7.6,11,5.592339,22.2457684,88.8,87.2,5.2,1.966976609,43.75690608,61.19374957
2023-05-17,22902,1,00:16:05,07:28 AM,07:44 AM,0.2,0,0.9,0,6.1,7.2,5.2816535,19.70357782,63.6,62.4,2.8,1.363209457,26.86010363,59.39811727
2023-05-17,22903,1,00:42:13,07:12 AM,07:54 AM,0.45,0,1.8,0,13.3,15.5,11.26234937,16.00649734,67.6,64.4,4.3,1.376267019,22.02921437,59.37841824
2023-05-17,22903,2,00:21:06,11:13 AM,11:34 AM,0.15,0,0.65,0,13.9,14.6,10.17495012,28.93350746,63.6,60.8,3.9,1.434896468,41.51658768,62.45600014
2023-05-17,22903,3,01:43:31,01:03 PM,02:46 PM,0.75,0,2.6,0,35.2,38,29.28210838,16.97240221,80,73.2,23.7,1.297720762,22.02543874,66.64878715
2023-05-17,22903,4,01:27:27,03:08 PM,04:35 PM,1.05,2.2,2.8,0,26.1,32.3,18.95243687,13.00338722,72.8,66.8,22.9,1.704266328,22.16123499,66.95600014
2023-05-17,22903,5,01:27:27,04:45 PM,06:13 PM,1,0.95,2.8,0,30.4,35.2,20.8159285,14.28194065,66.8,60,29.3,1.691012726,24.1509434,65.43090873
2023-05-17,22903,6,01:04:20,06:49 PM,07:53 PM,0.7,0,2,3.2,25.6,30.9,19.41660101,18.10874705,60,54,20.5,1.591421691,28.81865285,60.93430641
2023-05-17,22903,7,01:10:21,08:26 PM,09:37 PM,0.75,0.2,2.75,8.65,30.8,42.1,21.049564,17.95271983,53.6,45.2,25.7,2.000041426,35.90618337,56.38695841
2023-05-18,22903,1,08:41:41,04:36 AM,01:18 PM,4.7,1.9,18.85,47.8,123.8,193.9,115.3413705,13.2656763,91.2,54,83.3,1.681096723,22.30088496,52.37693464
2023-05-18,22903,2,09:21:53,02:36 PM,11:58 PM,4.95,2,19.7,26.8,91.1,143.3,84.506456,9.023914858,73.6,45.2,82.4,1.695728431,15.30210898,59.78174643
2023-05-19,22901,1,08:40:41,04:45 AM,01:26 PM,5.5,4.85,16.75,28.9,117.8,168.1,114.5646568,13.20165053,92,61.6,86.3,1.467293708,19.37069876,60.29430075
2023-05-19,22901,2,09:29:56,02:28 PM,11:58 PM,5.95,9.2,19.2,15.95,89,135.9,86.21522625,9.076348535,78,52.4,85.4,1.576287692,14.30693648,65.82456653
2023-05-19,22903,1,00:36:11,12:01 AM,12:37 AM,0.35,0,1.4,7.75,5.6,14.7,5.2816535,8.758154123,45.2,42.4,4.6,2.783219308,24.37586366,49.53199959
2023-05-19,22903,2,01:46:32,05:38 AM,07:24 AM,1.25,0,5.15,26.65,35.7,67.4,29.204437,16.44805588,89.6,77.2,18.6,2.307868493,37.95994994,50.01598196
2023-05-19,22903,3,01:26:27,07:43 AM,09:10 AM,1.35,0,2.95,0,24.3,28.6,21.4372995,14.87840335,77.2,71.6,18.6,1.334123265,19.84962406,58.37041347
2023-05-19,22903,4,01:24:26,09:27 AM,10:52 AM,1.2,0,2.4,0,24.5,27.9,21.20490675,15.06862698,71.6,66,18.4,1.315733209,19.82629293,66.17691676
2023-05-19,22903,5,01:21:25,11:08 AM,12:29 PM,1.2,0,2.45,0,23.4,27.3,20.2716075,14.93915804,65.6,60.4,18,1.346711157,20.11873081,69.53702507
2023-05-19,22903,6,01:28:28,12:41 PM,02:09 PM,1.4,0,2.4,1.7,24.4,29.5,21.51559225,14.59233837,60.4,54,18.1,1.371098674,20.0075358,70.99386603
2023-05-19,22903,7,03:29:04,03:41 PM,07:10 PM,2.85,0,7.95,5.15,41.1,57.4,35.0304115,10.05337065,82.8,71.6,41.8,1.638576241,16.47321429,70.51198977
2023-05-19,22903,8,00:46:15,07:35 PM,08:21 PM,0.45,0,1.6,0.8,10.4,13.2,10.2526215,13.30069816,71.6,69.2,10.8,1.287475598,17.12432432,64.14761541
2023-05-19,22903,9,00:58:18,08:42 PM,09:41 PM,0.65,0.05,2.15,4.65,11.7,18.9,11.34002075,11.67069031,70.4,66.8,9.7,1.666663617,19.45111492,61.07884878
2023-05-19,22903,10,00:47:15,10:05 PM,10:53 PM,0.4,0,1.95,10.15,10,21.8,10.563307,13.41372317,66.8,62.4,9.3,2.06374765,27.68253968,58.35124981
2023-05-19,22903,11,00:47:14,11:11 PM,11:58 PM,0.4,0,1.95,12.4,10.9,24.9,10.1755715,12.92592004,62.4,57.6,7.4,2.447037005,31.63020466,57.34399986
2023-05-20,22901,1,00:41:13,12:01 AM,12:42 AM,0.45,0,1.15,2.2,4.7,8.2,5.048018004,7.348509832,52,50.4,4.2,1.624399912,11.93691872,56.23957188
2023-05-20,22901,2,02:35:48,07:07 AM,09:42 AM,1.75,0.65,6.5,22.3,40.2,69.2,31.53333551,12.14377491,93.6,81.6,28.3,2.19450302,26.64955071,59.3234237
2023-05-20,22901,3,01:00:18,10:11 AM,11:11 AM,0.95,0,2.5,7.55,21.4,31.3,15.61256775,15.53489328,80.8,75.2,14.6,2.004795144,31.14427861,61.84576972
2023-05-20,22901,4,02:40:50,11:46 AM,02:27 PM,2,1.7,6.45,15,46.7,69.5,36.9715745,13.79250448,75.2,62,32.2,1.879822565,25.92746114,65.60208788
2023-05-20,22901,5,08:35:39,03:22 PM,11:58 PM,5.2,5.45,15.65,0,83.2,106,84.73884875,9.86004252,72.4,52,76.4,1.250902054,12.33394744,68.03158712
2023-05-20,22903,1,00:24:07,12:03 AM,12:27 AM,0.2,0,0.75,0,2.7,3.6,3.028562254,7.534778241,57.6,56.8,2.7,1.188682846,8.956461645,56.24600048
2023-05-20,22903,2,00:53:17,05:57 AM,06:51 AM,0.75,0,2,8.7,15.8,26.6,13.593112,15.30660093,91.6,87.2,11.7,1.956873452,29.95308101,57.85600033
2023-05-20,22903,3,00:50:15,07:02 AM,07:52 AM,0.8,0,1.85,9.05,14.7,26.1,12.1167345,14.46774269,87.2,82.4,11.1,2.154045713,31.1641791,58.47447101
2023-05-20,22903,4,00:47:14,08:20 AM,09:07 AM,0.65,0.15,1.35,0,11.8,13.6,10.486257,13.32058052,82.4,80,9.5,1.296935599,17.27593507,59.64500074
2023-05-20,22903,5,00:54:17,09:16 AM,10:10 AM,0.75,0.05,1.95,3.25,15.1,20.9,11.72775625,12.96282546,80,76,11.1,1.782097065,23.1010132,60.75025459
2023-05-20,22903,6,00:48:15,10:31 AM,11:19 AM,0.7,0,1.9,1.6,13.1,17,10.64159975,13.2330774,76,72.8,10.2,1.597504173,21.13989637,62.18710107
2023-05-20,22903,7,02:07:39,11:31 AM,01:39 PM,1.4,0,3.9,0.3,26.4,31.8,22.369356,10.5143859,72.8,66.8,19.1,1.42158764,14.94712103,64.45048532
2023-05-20,22903,8,01:07:21,01:48 PM,02:55 PM,0.9,0.7,2.15,0,17.4,21.1,15.30188225,13.63196637,66.8,62.8,14.3,1.37891533,18.79732739,67.88855915
2023-05-21,22901,1,00:39:12,12:01 AM,12:40 AM,0.35,0.1,1,0,7.9,9.1,8.310215754,12.71971799,51.6,50,6.7,1.095037755,13.92857143,65.47459902
2023-05-21,22901,2,08:31:38,03:27 PM,11:58 PM,5.6,10.65,18.35,4.15,88.1,126,88.311732,10.35644782,88.4,64.8,85.4,1.426764,14.77620692,69.42588244
2023-05-21,22903,1,00:16:05,12:56 PM,01:13 PM,0.15,0,0.4,0,13.2,13.6,8.466801246,31.58599429,93.6,90.8,5.2,1.606273681,50.7357513,68.68399849
2023-05-21,22903,2,01:16:24,01:40 PM,02:57 PM,0.8,0,2,0,26.6,29.3,20.97127125,16.46958475,90.8,86,18.2,1.397149446,23.0104712,71.88776497
2023-05-21,22903,3,01:07:21,03:18 PM,04:26 PM,0.75,0,1.85,0,24.9,27.4,19.960922,17.78255858,85.6,80.8,18.1,1.372682083,24.40979955,73.96435253
2023-05-21,22903,4,01:20:25,04:44 PM,06:05 PM,0.8,5.1,3.35,0,23.6,33,21.049564,15.70537417,80.8,74.8,17,1.567728434,24.62176166,75.37844412
2023-05-21,22903,5,01:06:20,06:22 PM,07:29 PM,0.7,0.8,2.05,0,23.7,27.4,19.960922,18.05510533,74.8,69.6,16.7,1.372682083,24.7839196,75.04176177
2023-05-21,22903,6,01:18:25,07:43 PM,09:01 PM,0.6,0,2,0,22.7,25.1,21.90332775,16.75918808,69.6,64.8,15.2,1.145944593,19.20510096,68.76556967
2023-05-22,22901,1,00:51:15,12:01 AM,12:53 AM,0.4,0,1.45,0,8.5,10.2,9.0098795,10.54815161,64.8,62.8,8.1,1.132090612,11.94146341,56.94730759
2023-05-22,22901,2,01:42:31,01:03 PM,02:45 PM,0.9,4.65,4.35,0,34.9,44.5,28.9708015,16.95576092,93.6,86,24.6,1.536029302,26.0445456,78.30508632
2023-05-22,22901,3,01:14:23,03:08 PM,04:22 PM,0.8,4,3.45,0,24,32.2,19.65147925,15.8515181,86,80,22.7,1.638553495,25.97356039,78.36368155
2023-05-22,22901,4,01:29:27,04:43 PM,06:13 PM,1.15,4.4,4.15,0,28.2,37.4,22.292306,14.95291626,80,73.2,28.8,1.677708892,25.08664058,76.45239967
2023-05-22,22901,5,01:03:20,06:50 PM,07:53 PM,0.7,1.15,2.15,0,24.5,28.2,19.6502365,18.61601353,73.2,68,18.3,1.435097231,26.71578947,70.85975108
2023-05-22,22901,6,01:14:23,08:27 PM,09:42 PM,0.8,0.95,2.8,6.45,26.3,36.2,21.35900675,17.22886496,68,61.2,22.8,1.694835365,29.20008963,64.65680016
2023-05-22,22903,1,01:55:36,05:48 AM,07:43 AM,1.55,0,3.2,0,29.3,33.9,21.126614,10.96537059,93.6,87.6,24.8,1.604611132,17.59515571,55.89174142
2023-05-22,22903,2,00:31:09,10:23 AM,10:54 AM,0.3,0.8,1.5,1.1,9.3,12.8,8.154873004,15.70762055,85.2,82.8,7.3,1.569613652,24.65489567,72.20299996
2023-05-22,22903,3,00:33:10,11:06 AM,11:39 AM,0.4,1.1,1.55,0.65,13.9,17.5,10.71864975,19.39052216,82.4,79.6,10.9,1.632668331,31.65829146,73.90400124
2023-05-22,22903,4,00:44:14,12:46 PM,01:30 PM,0.7,3.4,2.55,1.35,11.3,19.2,9.941936,13.48567054,78.8,75.2,11.5,1.931213397,26.04370761,77.73799973
2023-05-22,22903,5,00:29:09,01:54 PM,02:23 PM,0.4,1.75,1.7,0.65,7.4,11.9,5.981317246,12.31145917,75.2,72.8,7.8,1.989528311,24.49399657,78.72799835
2023-05-22,22903,6,00:39:12,02:39 PM,03:18 PM,0.7,3.2,2.55,1.45,9.7,17.9,7.533502004,11.53087041,72.8,69.6,9.8,2.376052995,27.39795918,78.575
2023-05-23,22901,1,08:41:41,04:41 AM,01:23 PM,5.55,4.75,16.7,23.05,115,160.3,114.876585,13.21222025,92.8,64,84.4,1.395410562,18.43647168,61.5374806
2023-05-23,22901,2,00:21:07,01:28 PM,01:49 PM,0.05,0,0.55,0,13.5,13.8,10.3296715,29.35028999,64,61.6,2,1.335957295,39.21073402,71.86999931
2023-05-23,22903,1,01:24:25,03:43 AM,05:07 AM,0.7,0.5,3.75,3.15,26.7,35.5,21.126614,15.01595467,92.8,86.8,13.1,1.68034499,25.23198421,53.61355327
2023-05-23,22903,2,02:11:40,05:29 AM,07:41 AM,1.85,0.05,6,4.6,43.9,56,31.3792355,14.29939846,86.4,76.4,29.6,1.784619641,25.51898734,54.18731777
2023-05-23,22903,3,02:27:46,08:01 AM,10:28 AM,1.75,0.3,4.9,2.2,39.6,48.3,32.0006065,12.99370442,76.4,67.6,27,1.509346393,19.6120009,61.69805352
2023-05-23,22903,4,01:46:33,01:03 PM,02:49 PM,0.9,4.7,4.25,0,35.5,45.9,29.281487,16.48887114,92.8,84.8,21.7,1.567543342,25.84702018,72.50521443
2023-05-23,22903,5,01:19:24,03:12 PM,04:31 PM,0.95,3.6,3.05,0,23.2,31.1,19.185451,14.49782191,84.4,78.8,18,1.621020012,23.50125945,72.29434916
2023-05-23,22903,6,01:38:30,04:47 PM,06:26 PM,1,2.4,3.1,0,23.6,30.2,21.51559225,13.10594452,78.8,73.6,21.9,1.403633219,18.39593909,69.84727291
2023-05-23,22903,7,01:00:19,06:53 PM,07:53 PM,0.5,0,1.65,0,24.9,26.7,19.262501,19.16137154,73.2,68.4,18.2,1.386112842,26.55982316,65.09521406
2023-05-23,22903,8,01:22:26,08:25 PM,09:48 PM,0.7,0,3.85,21.35,25.4,49.9,21.51559225,15.66035829,68,58.8,18.7,2.319248266,36.32025879,59.60505969
2023-05-24,22903,1,02:52:53,08:47 AM,11:40 AM,1.6,2.55,5.75,3.7,29.6,43.5,30.29183625,10.51292881,92.8,85.6,20.8,1.436030475,15.09688615,65.40373354
2023-05-24,22903,2,00:28:08,11:45 AM,12:13 PM,0.25,0.7,1.05,0,6.4,8.3,6.447345496,13.75026291,85.2,84,4.3,1.287351516,17.7014218,73.03999863
2023-05-24,22903,3,00:26:07,01:05 PM,01:32 PM,0.2,1.25,1.15,0,5,7.7,6.059609992,13.92124823,84,82.4,3.8,1.270708843,17.68985322,75.93799973
2023-05-24,22903,4,00:26:07,01:37 PM,02:03 PM,0.25,1.05,1.05,0,6.3,8.7,6.370295492,14.63501198,82.4,80.8,4.1,1.365713727,19.98723676,77.57000033
2023-05-24,22903,5,00:32:10,02:33 PM,03:06 PM,0.25,2,1.5,0,5.4,9.2,6.21371,11.5903399,80.8,79.2,4.5,1.480596938,17.16062176,78.85072781
2023-05-24,22903,6,01:18:25,03:14 PM,04:33 PM,1.2,5.55,3.85,0,16.3,27.7,13.593112,10.4006808,79.2,74.4,14.8,2.037796791,21.19447396,80.60592462
2023-05-24,22903,7,01:00:19,04:40 PM,05:40 PM,0.75,5.1,3.25,0,14.1,23.6,11.96139175,11.89859362,74,70,12,1.973014553,23.47609837,80.76436042
2023-05-24,22903,8,00:52:16,06:02 PM,06:55 PM,0.65,4.95,3,0,10.8,19.8,10.640357,12.21469554,69.6,66,9.6,1.860839819,22.72959184,79.01871648
2023-05-24,22903,9,00:51:16,07:09 PM,08:00 PM,0.55,3.25,2.55,0,12.6,19.6,11.4953635,13.45361138,66,62.4,10.4,1.705035252,22.93888166,75.11415366
2023-05-24,22903,10,00:47:14,08:34 PM,09:21 PM,0.5,2.05,1.9,0,10.9,15.4,10.640357,13.51633212,62,59.2,9.1,1.447319859,19.56245589,69.07099876
2023-05-24,22903,11,00:51:15,09:41 PM,10:32 PM,0.45,0.05,1.5,0,13.2,15.1,11.806049,13.8217159,59.2,56,9.3,1.279005364,17.67804878,66.60880622
2023-05-24,22903,12,00:51:15,11:02 PM,11:53 PM,0.4,0,1.5,0,11.1,13,12.0396845,14.09524039,56,53.2,8.2,1.079762514,15.2195122,64.11200027
2023-05-25,22903,1,01:05:20,08:49 AM,09:54 AM,0.55,0.15,2.2,0,14.4,17.6,14.291533,13.12487724,93.2,90,7.2,1.231498398,16.16326531,57.74927219
2023-05-25,22903,2,01:40:32,01:03 PM,02:44 PM,0.75,1.45,3.25,0,34.9,40.1,29.04909425,17.33699259,89.6,82.4,24.9,1.380421698,23.93236074,67.45536601
2023-05-25,22903,3,01:19:24,03:09 PM,04:28 PM,0.8,2.05,2.85,0.2,23.4,29.1,19.41660101,14.67249446,82.4,77.2,19.2,1.498717514,21.98992443,69.36439964
2023-05-25,22903,4,01:43:32,04:42 PM,06:26 PM,1.25,2.9,4.15,0,32.3,40.7,21.747985,12.60346845,77.2,69.6,31.1,1.871437745,23.58660657,69.31711618
2023-05-25,22903,5,01:00:19,06:55 PM,07:55 PM,0.6,0.7,2.1,0,27.7,31,19.10715825,19.00684435,69.2,63.6,23.4,1.6224286,30.83724786,66.6963269
2023-05-25,22903,6,01:06:21,08:29 PM,09:36 PM,0.7,0.8,2.7,8.1,29.5,40.9,21.28071401,19.24405185,63.2,55.6,24,1.921927995,36.98568199,59.98516454
2023-05-26,22901,1,00:17:06,10:03 AM,10:20 AM,0.15,0.4,0.65,1.1,14.6,16.7,10.2526215,35.97411053,52.4,49.2,3.9,1.628851704,58.59649123,66.30799904
2023-05-26,22901,2,00:12:03,01:31 PM,01:43 PM,0.15,0.1,0.35,0,1.2,1.7,1.164449254,5.798087572,88.8,88.4,1,1.459917634,8.46473029,71.63600082
2023-05-26,22901,3,00:26:08,01:46 PM,02:12 PM,0.4,0.6,0.9,0,4.7,6.2,4.50493975,10.34297392,88.4,87.2,3.7,1.376267019,14.23469388,72.90133336
2023-05-26,22901,4,00:31:09,02:29 PM,03:00 PM,0.3,1.15,1.1,0,4.9,7.1,5.2816535,10.17332937,87.2,86,3.8,1.344275992,13.67576244,72.98937504
2023-05-26,22901,5,00:34:10,03:17 PM,03:51 PM,0.6,1.6,1.3,0,4.8,8.1,4.581989754,8.046421031,86,84.8,4.5,1.767790946,14.22439024,73.58000069
2023-05-26,22901,6,00:33:10,03:59 PM,04:32 PM,0.4,1.3,1.25,0,5.2,8.1,5.438238992,9.838020287,84.8,83.2,4.6,1.489452746,14.65326633,74.11999931
2023-05-26,22901,7,00:29:09,04:46 PM,05:15 PM,0.55,1.3,1.1,0,4.6,7.3,4.349597,8.952858319,83.2,82,4.1,1.678316405,15.02572899,73.95440079
2023-05-26,22901,8,01:20:25,05:29 PM,06:50 PM,0.75,2.45,2.6,0,11.7,16.9,12.6610555,9.446590629,82,78.8,9.7,1.334801826,12.60932642,73.26222267
2023-05-26,22902,1,00:16:04,09:07 AM,09:23 AM,0.15,0,0.65,0,15.2,16.8,10.17495012,37.99773906,56.8,52.4,3.7,1.651113744,62.73858921,62.88799973
2023-05-26,22902,2,00:17:05,10:29 AM,10:46 AM,0.1,0,0.55,0,13.7,14.2,10.09727875,35.46361317,72,69.6,5.5,1.4063195,49.87317073,66.40699902
2023-05-26,22903,1,02:47:51,03:41 AM,06:29 AM,1.45,0,5.65,20.35,46.7,72.8,36.9715745,13.21593369,93.6,80.8,25.7,1.969080327,26.02323503,47.36235719
2023-05-26,22903,2,00:57:17,06:41 AM,07:38 AM,1,0,2.05,5.35,23,30.8,15.30188225,16.02757524,80.4,75.2,15,2.012824273,32.26069246,51.70193154
2023-05-26,22903,3,02:39:50,07:58 AM,10:38 AM,1.85,0.2,5,11,40.5,57.4,32.0006065,12.01274071,74.8,64,28.9,1.793716003,21.54744526,62.52766196
2023-05-26,22903,4,01:39:31,01:03 PM,02:42 PM,1,1.95,3.1,0,36.4,42.2,29.04909425,17.51410807,90.8,83.2,26.8,1.452713108,25.44297438,72.37184036
2023-05-26,22903,5,01:11:22,03:13 PM,04:24 PM,0.7,5.1,3.35,0,27,36.5,18.79523001,15.801688,83.2,76.4,23.5,1.941982087,30.68659505,73.77500019
